Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01491.01","Oil palm fruit","2024","2024","7021","Annual value","USD","102.3","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01239.01","Okra","2024","2024","7021","Annual value","USD","872.4","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2024","2024","7021","Annual value","USD","1085.2","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","0113","Rice","2024","2024","7021","Annual value","USD","354.6","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01921.01","Seed cotton, unginned","2024","2024","7021","Annual value","USD","511.3","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","0114","Sorghum","2024","2024","7021","Annual value","USD","924.9","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2024","2024","7021","Annual value","USD","481.6","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01550","Taro","2024","2024","7021","Annual value","USD","381","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01234","Tomatoes","2024","2024","7021","Annual value","USD","852.6","A","Official figure"
"PP","Producer Prices","384","Côte d'Ivoire","5532","Producer Price (USD/tonne)","01540","Yams","2024","2024","7021","Annual value","USD","422.2","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","01193","Fonio","2024","2024","7021","Annual value","USD","2881.9","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2024","2024","7021","Annual value","USD","1138.3","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2024","2024","7021","Annual value","USD","594.3","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2024","2024","7021","Annual value","USD","5419.4","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2024","2024","7021","Annual value","USD","5702.8","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","0118","Millet","2024","2024","7021","Annual value","USD","607.4","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","01709.90","Other pulses n.e.c.","2024","2024","7021","Annual value","USD","1395.7","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","0113","Rice","2024","2024","7021","Annual value","USD","660.3","A","Official figure"
"PP","Producer Prices","270","Gambia","5532","Producer Price (USD/tonne)","0114","Sorghum","2024","2024","7021","Annual value","USD","645.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01312","Bananas","2024","2024","7021","Annual value","USD","783.9","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01312.01","Bananas cavendish","2024","2024","7021","Annual value","USD","1127","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01212","Cabbages","2024","2024","7021","Annual value","USD","614.1","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2024","2024","7021","Annual value","USD","1462.7","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2024","2024","7021","Annual value","USD","439.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2024","2024","7021","Annual value","USD","4753.5","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01706","Cow peas, dry","2024","2024","7021","Annual value","USD","743.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2024","2024","7021","Annual value","USD","444","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01314","Dates","2024","2024","7021","Annual value","USD","1580.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2024","2024","7021","Annual value","USD","494.3","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01193","Fonio","2024","2024","7021","Annual value","USD","747.6","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01252","Green garlic","2024","2024","7021","Annual value","USD","2669.1","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2024","2024","7021","Annual value","USD","532.2","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","21118.01b","Horse meat, fresh or chilled (biological)","2024","2024","7021","Annual value","USD","2270.3","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2024","2024","7021","Annual value","USD","995.2","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01214","Lettuce and chicory","2024","2024","7021","Annual value","USD","862.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2024","2024","7021","Annual value","USD","270.1","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01316","Mangoes, guavas and mangosteens","2024","2024","7021","Annual value","USD","434.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","21118.02b","Meat of asses, fresh or chilled (biological)","2024","2024","7021","Annual value","USD","427.1","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","21117.01b","Meat of camels, fresh or chilled (biological)","2024","2024","7021","Annual value","USD","1953.9","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2024","2024","7021","Annual value","USD","1977.2","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2024","2024","7021","Annual value","USD","4809.7","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2024","2024","7021","Annual value","USD","2459.9","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2024","2024","7021","Annual value","USD","5046.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","0118","Millet","2024","2024","7021","Annual value","USD","394.7","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01239.01","Okra","2024","2024","7021","Annual value","USD","854","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","7021","Annual value","USD","825.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2024","2024","7021","Annual value","USD","1023.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01323","Oranges","2024","2024","7021","Annual value","USD","649.7","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01317","Papayas","2024","2024","7021","Annual value","USD","835.9","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01313","Plantains and cooking bananas","2024","2024","7021","Annual value","USD","905.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01510","Potatoes","2024","2024","7021","Annual value","USD","1074","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2024","2024","7021","Annual value","USD","388.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","0113","Rice","2024","2024","7021","Annual value","USD","374.2","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01921.01","Seed cotton, unginned","2024","2024","7021","Annual value","USD","494.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01444","Sesame seed","2024","2024","7021","Annual value","USD","1292.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","0114","Sorghum","2024","2024","7021","Annual value","USD","333.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2024","2024","7021","Annual value","USD","350.4","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01234","Tomatoes","2024","2024","7021","Annual value","USD","814.8","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01221","Watermelons","2024","2024","7021","Annual value","USD","464.1","A","Official figure"
"PP","Producer Prices","466","Mali","5532","Producer Price (USD/tonne)","01540","Yams","2024","2024","7021","Annual value","USD","807.8","A","Official figure"
"PP","Producer Prices","686","Senegal","5532","Producer Price (USD/tonne)","0142","Groundnuts, excluding shelled","2024","2024","7021","Annual value","USD","503","A","Official figure"
"PP","Producer Prices","686","Senegal","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2024","2024","7021","Annual value","USD","412.3","A","Official figure"
"PP","Producer Prices","686","Senegal","5532","Producer Price (USD/tonne)","0118","Millet","2024","2024","7021","Annual value","USD","458.8","A","Official figure"
"PP","Producer Prices","686","Senegal","5532","Producer Price (USD/tonne)","0114","Sorghum","2024","2024","7021","Annual value","USD","514.5","A","Official figure"
